STT,Priority,Action,Topic,Search Intent,Funnel,Template Class,Primary Keyword,SEO Title,Slug,Meta Description,H1,Word Count,Schema,CTA,Doc Link,Status,Publish Date,URL
1,Standard,Import Ready,Giáo dục,Informational,TOFU,Class Alumni & Success Stories,2019 - ĐÁNH DẤU NĂM ĐẦY ẮP “THÀNH CÔNG” HỌC SINH VIỆT ANH,2019 - ĐÁNH DẤU NĂM ĐẦY ẮP “THÀNH CÔNG”... | Trường Việt Anh,%f0%9f%8f%86%f0%9f%8f%86%f0%9f%8f%862019-danh-dau-nam-day-ap-thanh-cong-hoc-sinh-viet-anh,"2019 - ĐÁNH DẤU NĂM ĐẦY ẮP “THÀNH CÔNG” HỌC SINH VIỆT ANH. Khám phá tại Trường Việt Anh — hệ thống giáo dục song ngữ liên cấp, PDR cá nhân hoá.",2019 - ĐÁNH DẤU NĂM ĐẦY ẮP “THÀNH CÔNG” HỌC SINH VIỆT ANH,800,Article,Đặt Lịch Tham Quan,docs/articles/%f0%9f%8f%86%f0%9f%8f%86%f0%9f%8f%862019-danh-dau-nam-day-ap-thanh-cong-hoc-sinh-viet-anh.md,Draft,2026-04-01,/%f0%9f%8f%86%f0%9f%8f%86%f0%9f%8f%862019-danh-dau-nam-day-ap-thanh-cong-hoc-sinh-viet-anh/
2,Medium,Import Ready,Tiếng Anh,Informational,TOFU,Class Parent Hub Article,CHÚC MỪNG “CAO THỦ” IELTS TRƯỜNG VIỆT ANH,CHÚC MỪNG “CAO THỦ” IELTS TRƯỜNG VIỆT ANH | Trường Việt Anh,%f0%9f%8f%86-chuc-mung-cao-thu-ielts-truong-viet-anh-%f0%9f%8f%86,CHÚC MỪNG “CAO THỦ” IELTS TRƯỜNG VIỆT ANH. Chương trình Chuyên Anh Việt Anh giúp học sinh phát triển toàn diện 4 kỹ năng. Cam kết IELTS 6.0+.,CHÚC MỪNG “CAO THỦ” IELTS TRƯỜNG VIỆT ANH,814,Article, FAQPage,Đặt Lịch Tham Quan,docs/articles/%f0%9f%8f%86-chuc-mung-cao-thu-ielts-truong-viet-anh-%f0%9f%8f%86.md,Draft,2026-04-01,/%f0%9f%8f%86-chuc-mung-cao-thu-ielts-truong-viet-anh-%f0%9f%8f%86/
3,Standard,Import Ready,Giáo dục,Informational,TOFU,Class Open Day / Event Landing,SỰ KIỆN THÁNG 8 KHÔNG THỂ BỎ LỠ? - MUSIC TALK SHOW 2018,SỰ KIỆN THÁNG 8 KHÔNG THỂ BỎ LỠ? - MUSI... | Trường Việt Anh,%f0%9f%93%a2-su-kien-thang-8-khong-the-bo-lo-music-talshow-2018,"SỰ KIỆN THÁNG 8 KHÔNG THỂ BỎ LỠ? - MUSIC TALK SHOW 2018. Khám phá tại Trường Việt Anh — hệ thống giáo dục song ngữ liên cấp, PDR cá nhân hoá.",SỰ KIỆN THÁNG 8 KHÔNG THỂ BỎ LỠ? - MUSIC TALK SHOW 2018,795,LandingPage,Đặt Lịch Tham Quan,docs/articles/%f0%9f%93%a2-su-kien-thang-8-khong-the-bo-lo-music-talshow-2018.md,Draft,2026-04-01,/%f0%9f%93%a2-su-kien-thang-8-khong-the-bo-lo-music-talshow-2018/
4,Standard,Import Ready,Giáo dục,Informational,TOFU,,�  Hội thảo First Step To The Future,�  Hội thảo First Step To The Future | Trường Việt Anh,--hoi-thao-first-step-to-the-future,�  Hội thảo First Step To The Future. Chia sẻ từ đội ngũ giáo dục Trường Việt Anh — hệ thống song ngữ liên cấp.,�  Hội thảo First Step To The Future,746,Article,Đặt Lịch Tham Quan,docs/articles/--hoi-thao-first-step-to-the-future.md,Review,2026-04-01,/%f0%9f%94%91-%f0%9f%92%a1-hoi-thao-first-step-to-the-future/
5,Standard,Import Ready,Chưa phân loại,Informational,TOFU,,�✈ “Chần chờ gì khi thanh xuân sắp qua” - Lập Team đi ngay TOUR SAPA - LÀO CAI - HÀ NỘI (3 ngày 3 đêm),�✈ “Chần chờ gì khi thanh xuân sắp qua” - Lập T... | Trường Việt Anh,-chan-cho-gi-khi-thanh-xuan-sap-qua-lap-team-di-ngay-tour-sapa-lao-cai-ha-noi-3-ngay-3-dem,�✈ “Chần chờ gì khi thanh xuân sắp qua” - Lập Team đi ngay TOUR SAPA - LÀO CAI - HÀ NỘI (3 ngày 3 đêm). Chia sẻ từ đội ngũ giáo dục Trường Việt Anh — hệ thống song ngữ liên cấp.,�✈ “Chần chờ gì khi thanh xuân sắp qua” - Lập Team đi ngay TOUR SAPA - LÀO CAI - HÀ NỘI (3 ngày 3 đêm),805,Article,Đặt Lịch Tham Quan,docs/articles/-chan-cho-gi-khi-thanh-xuan-sap-qua-lap-team-di-ngay-tour-sapa-lao-cai-ha-noi-3-ngay-3-dem.md,Review,2026-04-01,/%f0%9f%8f%94%e2%9c%88-chan-cho-gi-khi-thanh-xuan-sap-qua-lap-team-di-ngay-tour-sapa-lao-cai-ha-noi-3-ngay-3-dem/
6,Standard,Import Ready,Chưa phân loại,Informational,TOFU,,NIỀM VUI LỚN CỦA THẦY VÀ TRÒ TRƯỜNG VIỆT ANH,NIỀM VUI LỚN CỦA THẦY VÀ TRÒ TRƯỜNG VIỆT ANH | Trường Việt Anh,-niem-vui-lon-cua-thay-va-tro-truong-viet-anh,NIỀM VUI LỚN CỦA THẦY VÀ TRÒ TRƯỜNG VIỆT ANH. Chia sẻ từ đội ngũ giáo dục Trường Việt Anh — hệ thống song ngữ liên cấp.,NIỀM VUI LỚN CỦA THẦY VÀ TRÒ TRƯỜNG VIỆT ANH,755,Article,Đặt Lịch Tham Quan,docs/articles/-niem-vui-lon-cua-thay-va-tro-truong-viet-anh.md,Review,2026-04-01,/%f0%9f%8f%86%f0%9f%8f%86%f0%9f%8f%86-niem-vui-lon-cua-thay-va-tro-truong-viet-anh/
7,Medium,Import Ready,Phụ huynh,Informational,TOFU,Class Parent Hub Article,10 Bài Học Về Tiền Bạc Cần Dạy Trẻ Từ Sớm,10 Bài Học Về Tiền Bạc Cần Dạy Trẻ Để Phát Triển Tự Chủ,10-bai-hoc-ve-tien-bac-can-day-tre,Dạy trẻ quản lý tài chính từ sớm là cách tốt nhất để rèn luyện kỹ năng tự chủ. Khám phá 10 bài học tiền bạc thiết thực dành cho học sinh.,10 Bài Học Về Tiền Bạc Cần Dạy Trẻ Từ Sớm,961,Article, FAQPage,Đặt Lịch Tham Quan,docs/articles/10-bai-hoc-ve-tien-bac-can-day-tre.md,Draft,2026-04-01,/10-bai-hoc-ve-tien-bac-can-day-tre/
8,Medium,Import Ready,Phụ huynh,Informational,TOFU,Class Parent Hub Article,10 Bài Học Ý Nghĩa Để Hành Trang Trưởng Thành Trọn Vẹn Hơn,10 Bài Học Ý Nghĩa Giúp Học Sinh Trưởng Thành Hơn | Việt Anh,10-bai-hoc-y-nghia-de-ban-truong-thanh-hon,"Hành trình trưởng thành cần sự đồng hành. 10 bài học ý nghĩa về sự nỗ lực, tình bạn và tính tự chủ giúp học sinh tự tin bước vào đời.",10 Bài Học Ý Nghĩa Để Hành Trang Trưởng Thành Trọn Vẹn Hơn,952,Article, FAQPage,Đặt Lịch Tham Quan,docs/articles/10-bai-hoc-y-nghia-de-ban-truong-thanh-hon.md,Draft,2026-04-01,/10-bai-hoc-y-nghia-de-ban-truong-thanh-hon/
9,Standard,Import Ready,Tiếng Anh,Informational,TOFU,Class Alumni & Success Stories,10 BÍ MẬT CỦA NGƯỜI NÓI TIẾNG ANH THÀNH CÔNG,10 BÍ MẬT CỦA NGƯỜI NÓI TIẾNG ANH THÀNH... | Trường Việt Anh,10-bi-mat-cua-nguoi-noi-tieng-anh-thanh-cong,"10 BÍ MẬT CỦA NGƯỜI NÓI TIẾNG ANH THÀNH CÔNG. Khám phá tại Trường Việt Anh — hệ thống giáo dục song ngữ liên cấp, PDR cá nhân hoá.",10 BÍ MẬT CỦA NGƯỜI NÓI TIẾNG ANH THÀNH CÔNG,1066,Article,Đặt Lịch Tham Quan,docs/articles/10-bi-mat-cua-nguoi-noi-tieng-anh-thanh-cong.md,Draft,2026-04-01,/10-bi-mat-cua-nguoi-noi-tieng-anh-thanh-cong/
10,Medium,Import Ready,Tiếng Anh,Informational,TOFU,Class Parent Hub Article,10 Bí Quyết Học Tiếng Anh Khởi Đầu Thực Dụng,10 Bí Quyết Học Tiếng Anh Hiệu Quả Không Áp Lực Dành Cho Học Sinh,10-bi-quyet-hoc-tieng-anh-hieu-qua,"Khám phá 10 bí quyết học tiếng Anh giao tiếp chuẩn, thực dụng và học vui vẻ dành cho học sinh phổ thông. Hệ thống Trường Việt Anh chia sẻ kinh nghiệm.",10 Bí Quyết Học Tiếng Anh Khởi Đầu Thực Dụng,819,Article, FAQPage,Đặt Lịch Tham Quan,docs/articles/10-bi-quyet-hoc-tieng-anh-hieu-qua.md,Draft,2026-04-01,/10-bi-quyet-hoc-tieng-anh-hieu-qua/
